timestamp,cnt
1619395200,70778.689186
1619395500,57231.959449
1619395800,79374.861407
1619396100,68029.675045
1619396400,73192.384219
1619396700,80004.235869
1619397000,96065.310058
1619397300,62237.811536
1619397600,78576.982677
1619397900,75884.903423
1619398200,62880.604409
1619398500,65804.10164
1619398800,83053.565699
1619399100,60626.102664
1619399400,70517.26959
1619399700,100976.20565
1619400000,75117.013642
1619400300,96147.137734
1619400600,79525.101043
1619400900,68694.755467
1619401200,67229.748872
1619401500,77890.135492
1619401800,66426.611454
1619402100,52956.473829
1619402400,48456.366433
1619402700,46001.206699
1619403000,44348.523435
1619403300,50382.692605
1619403600,51576.801274
1619403900,49769.186337
1619404200,53118.064207
1619404500,50076.514206
1619404800,49667.442142
1619405100,51407.67393
1619405400,43718.602362
1619405700,48628.564334
1619406000,50624.177167
1619406300,59006.72242
1619406600,69904.025693
1619406900,78295.1647
1619407200,73590.290184
1619407500,82073.770719
1619407800,81007.84916
1619408100,74471.246789
1619408400,84797.520665
1619408700,94089.665496
1619409000,85093.611801
1619409300,93067.621457
1619409600,91693.021877
1619409900,96316.584532
1619410200,97689.251671
1619410500,98583.470517
1619410800,92181.306175
1619411100,80675.282047
1619411400,82813.245568
1619411700,96317.522087
1619412000,95096.112204
1619412300,83034.167679
1619412600,86111.25088
1619412900,93264.019632
1619413200,108803.72338
1619413500,114795.27009
1619413800,104579.53996
1619414100,109929.17115
1619414400,92616.520088
1619414700,99583.981265
1619415000,90999.471793
1619415300,81545.600553
1619415600,83680.491267
1619415900,86370.363813
1619416200,75616.810875
1619416500,94965.602404
1619416800,89394.020223
1619417100,88775.790641
1619417400,92055.217829
1619417700,89618.774738
1619418000,92029.815071
1619418300,89634.872814
1619418600,86165.057701
1619418900,88156.694831
1619419200,87558.231314
1619419500,87045.644059
1619419800,79783.361667
1619420100,89314.808378
1619420400,77241.552237
1619420700,78333.624934
1619421000,85211.446715
1619421300,84118.771993
1619421600,82899.739645
1619421900,84952.162311
1619422200,78198.847196
1619422500,75212.312026
1619422800,84229.949193
1619423100,76787.553195
1619423400,78895.232958
1619423700,73733.591453
1619424000,77958.029855
1619424300,80317.953082
1619424600,78213.345824
1619424900,77886.042652
1619425200,76723.504636
1619425500,81379.813245
1619425800,82165.055862
1619426100,83333.344607
1619426400,81174.419648
1619426700,80009.419195
1619427000,73640.171957
1619427300,75360.495053
1619427600,90958.393987
1619427900,82502.777416
1619428200,79627.173932
1619428500,71646.195573
1619428800,75559.195992
1619429100,70669.253438
1619429400,77582.783468
1619429700,83213.427635
1619430000,82747.800925
1619430300,76670.055031
1619430600,70240.144236
1619430900,73619.130196
1619431200,71211.650632
1619431500,76452.343206
1619431800,73927.651011
1619432100,74221.426655
1619432400,71676.872798
1619432700,77478.82663
1619433000,75716.407947
1619433300,77472.023535
1619433600,71991.330945
1619433900,73888.682817
1619434200,80879.546998
1619434500,71284.310344
1619434800,72659.556193
1619435100,75708.386834
1619435400,76005.830092
1619435700,81255.97278
1619436000,76167.827121
1619436300,67273.707883
1619436600,69971.395469
1619436900,67804.036937
1619437200,71566.642216
1619437500,72896.354882
1619437800,69369.928474
1619438100,81528.223252
1619438400,75536.875118
1619438700,76308.288652
1619439000,72017.634273
1619439300,73665.619422
1619439600,73803.997599
1619439900,72086.496137
1619440200,70107.526814
1619440500,73767.757501
1619440800,68343.867514
1619441100,79666.288513
1619441400,75276.724872
1619441700,71613.666415
1619442000,64949.420872
1619442300,71954.590062
1619442600,67109.261466
1619442900,75689.768221
1619443200,65964.835904
1619443500,68256.579363
