timestamp,cnt
1619395200,639.41666667
1619395500,872.34
1619395800,761.96666667
1619396100,702.32333333
1619396400,671.72333333
1619396700,639.18333333
1619397000,641.11
1619397300,702.55333333
1619397600,640.80666667
1619397900,642.12
1619398200,681.42333333
1619398500,669.10333333
1619398800,654.19666667
1619399100,821.29333333
1619399400,743.72333333
1619399700,726.3
1619400000,683.83333333
1619400300,682.88333333
1619400600,680.72666667
1619400900,700.56
1619401200,684.8
1619401500,691.56666667
1619401800,740.16666667
1619402100,789.83333333
1619402400,813.38333333
1619402700,895.81666667
1619403000,910.49666667
1619403300,870.32333333
1619403600,843.59
1619403900,827.03666667
1619404200,805.67333333
1619404500,885.33666667
1619404800,839.38
1619405100,844.39
1619405400,953.18
1619405700,953.28333333
1619406000,909.86666667
1619406300,963.42
1619406600,906.73333333
1619406900,864.71333333
1619407200,868.52666667
1619407500,877.42666667
1619407800,900.61333333
1619408100,1006.14
1619408400,1020.3333333
1619408700,1174.6733333
1619409000,1336.1833333
1619409300,1439.17
1619409600,1740.37
1619409900,2004.9466667
1619410200,1965.0633333
1619410500,2044.1833333
1619410800,2099.3366667
1619411100,2200.9833333
1619411400,2278.03
1619411700,2279.6966667
1619412000,2465.01
1619412300,2519.3
1619412600,2685.0766667
1619412900,2820.48
1619413200,2883.4666667
1619413500,3124.2433333
1619413800,3171.8933333
1619414100,3139.9066667
1619414400,3103.0333333
1619414700,3142.8
1619415000,3250.4433333
1619415300,3277.14
1619415600,3265.2233333
1619415900,3437.5766667
1619416200,3489.1666667
1619416500,3529.2666667
1619416800,3615.8866667
1619417100,4063.7633333
1619417400,3774.0566667
1619417700,3599.3466667
1619418000,3646.4133333
1619418300,3551.8666667
1619418600,3452.3933333
1619418900,3551.1166667
1619419200,3507.6333333
1619419500,3514.8766667
1619419800,3533.1166667
1619420100,3481.69
1619420400,3550.4733333
1619420700,3934.4033333
1619421000,3778.6233333
1619421300,3741.67
1619421600,3582.99
1619421900,3516.5333333
1619422200,3589.84
1619422500,3493.4133333
1619422800,3500.4766667
1619423100,3550.65
1619423400,3620.8833333
1619423700,3545.0666667
1619424000,3533.1233333
1619424300,3699.3533333
1619424600,3662.2566667
1619424900,3590.6866667
1619425200,3428.8133333
1619425500,3454.2966667
1619425800,3493.1066667
1619426100,3558.61
1619426400,3523.8566667
1619426700,3488.34
1619427000,3548.0166667
1619427300,3455.1966667
1619427600,3515.34
1619427900,4132.3933333
1619428200,3807.5866667
1619428500,3753.01
1619428800,3757.44
1619429100,3681.9333333
1619429400,3578.9633333
