timestamp,cnt
1619466600,225827.60885
1619466900,302629.03411
1619467200,387435.46021
1619467500,168406.43162
1619467800,157500.38263
1619468100,230060.52324
1619468400,196552.67396
1619468700,289200.15787
1619469000,253612.20397
1619469300,206278.56679
1619469600,254208.67233
1619469900,207824.69285
1619470200,149833.6185
1619470500,203939.19193
1619470800,183024.0783
1619471100,179789.90037
1619471400,132657.0265
1619471700,176002.37577
1619472000,212617.51262
1619472300,222448.38795
1619472600,226516.57953
1619472900,399769.70719
1619473200,230422.09583
1619473500,225221.41457
1619473800,204568.47625
1619474100,241424.62982
1619474400,224748.316
1619474700,246071.42638
1619475000,134735.74948
1619475300,174317.55714
1619475600,208744.50771
1619475900,208559.85114
1619476200,225958.76972
1619476500,212566.88139
1619476800,180065.35145
1619477100,269615.37491
1619477400,191418.2571
1619477700,257189.18213
1619478000,229758.69166
1619478300,138827.41199
1619478600,103514.67895
1619478900,179812.38037
1619479200,211977.06897
1619479500,216402.38309
1619479800,272119.28686
1619480100,243759.96847
1619480400,217025.49006
1619480700,261560.47353
1619481000,165304.551
1619481300,266609.99482
1619481600,241864.24207
1619481900,210502.90851
1619482200,101238.41998
1619482500,197336.49241
1619482800,249242.50078
1619483100,310011.35823
1619483400,253833.96535
1619483700,182913.40396
1619484000,212534.25843
1619484300,225240.05673
1619484600,170867.26456
1619484900,246391.76863
1619485200,236338.84593
1619485500,124208.85875
1619485800,106817.35336
1619486100,178571.34552
1619486400,242387.1654
1619486700,209190.19643
1619487000,208154.64383
1619487300,216444.80975
1619487600,194975.57143
1619487900,221920.5124
1619488200,196764.92952
1619488500,123235.70707
1619488800,107883.82463
1619489100,91983.764655
1619489400,85471.087459
1619489700,108765.42672
1619490000,107748.93586
1619490300,115272.9682
1619490600,125046.62799
1619490900,136343.71771
1619491200,125151.09138
1619491500,124271.3872
1619491800,117167.00261
1619492100,168383.63324
1619492400,212372.51954
1619492700,131300.16389
1619493000,112083.25806
1619493300,165973.31223
1619493600,218846.03498
1619493900,185670.54167
1619494200,204332.62844
1619494500,176313.55174
1619494800,179804.59303
1619495100,188355.63011
1619495400,127909.87345
1619495700,146035.37403
1619496000,129859.16484
1619496300,110372.28481
1619496600,92606.121888
1619496900,98095.922806
1619497200,129711.69482
1619497500,101072.03531
1619497800,103046.16273
1619498100,100960.90933
1619498400,121631.31335
1619498700,110889.06051
1619499000,90067.328783
1619499300,103107.1725
1619499600,101187.78706
1619499900,104798.21738
1619500200,101222.52979
1619500500,103971.77044
1619500800,118144.15809
1619501100,122392.08325
1619501400,112931.62775
1619501700,126829.14001
1619502000,117194.19632
1619502300,120162.9457
1619502600,124848.54177
1619502900,144297.23808
1619503200,132622.25404
1619503500,191428.89392
1619503800,148369.50839
1619504100,155561.49473
1619504400,172077.36051
1619504700,151955.30893
1619505000,171365.46312
1619505300,177308.34292
1619505600,163350.13232
1619505900,231044.43758
1619506200,157320.95555
1619506500,178826.98741
1619506800,183163.93405
1619507100,223564.65063
1619507400,180569.25843
1619507700,157376.19087
1619508000,164142.01672
1619508300,175752.80229
1619508600,172962.36742
1619508900,181833.88838
1619509200,166301.85377
1619509500,197917.30417
1619509800,229887.66888
1619510100,187438.86928
1619510400,177497.71382
1619510700,160912.61788
1619511000,137595.47844
1619511300,153806.3321
1619511600,234073.5666
1619511900,197860.07326
1619512200,198154.71752
1619512500,189168.64161
1619512800,183346.38091
1619513100,188519.97271
1619513400,146729.42937
1619513700,183396.659
1619514000,173708.85281
1619514300,253608.79045
1619514600,227095.08114
1619514900,166787.4381
1619515200,168247.83413
1619515500,157689.03618
1619515800,156641.22154
1619516100,164120.42412
1619516400,141516.90248
1619516700,142358.77926
1619517000,146738.34552
1619517300,162857.79601
1619517600,177963.1994
1619517900,155699.00535
1619518200,121069.71443
1619518500,146897.40518
1619518800,155192.99616
1619519100,179160.06473
1619519400,157197.06498
1619519700,159756.5886
1619520000,166181.19521
1619520300,162588.12537
1619520600,156604.52659
1619520900,162888.43952
1619521200,171035.07331
1619521500,176728.46406
1619521800,146895.92551
1619522100,155087.76559
1619522400,144557.92915
1619522700,161902.34593
1619523000,180259.33457
1619523300,177054.09715
1619523600,188335.17679
1619523900,180242.09597
1619524200,158012.99776
1619524500,172500.7251
1619524800,190305.05046
1619525100,241204.09686
1619525400,212447.3731
1619525700,188258.95387
1619526000,178852.53044
1619526300,195192.13939
1619526600,215108.63871
1619526900,235189.89735
1619527200,247747.64789
1619527500,217976.26663
1619527800,199980.6848
1619528100,267606.2722
1619528400,248548.86371
1619528700,190765.11343
1619529000,214747.24324
1619529300,249651.38712
1619529600,275319.54662
1619529900,277126.87999
1619530200,303043.39867
1619530500,319075.8316
1619530800,258971.97793
1619531100,271513.51286
1619531400,223897.58038
1619531700,275272.71632
1619532000,250075.32981
1619532300,222956.03635
1619532600,211501.44302
1619532900,311104.697
1619533200,250034.94642
1619533500,249819.08847
1619533800,285895.32012
1619534100,266340.09855
1619534400,225539.70538
1619534700,275353.49719
1619535000,231334.03545
1619535300,252311.7478
1619535600,270847.27808
1619535900,279013.87465
1619536200,198060.31271
1619536500,244962.98108
1619536800,238114.21899
1619537100,258371.54598
1619537400,256807.68213
1619537700,251815.00757
1619538000,260486.09228
1619538300,271154.57324
1619538600,245299.30574
1619538900,281337.96678
1619539200,312143.19778
1619539500,201405.85161
1619539800,197417.9964
1619540100,197869.00773
1619540400,202121.87417
1619540700,207981.32877
1619541000,270855.45667
1619541300,295412.07073
1619541600,260050.75541
1619541900,299227.86531
1619542200,183828.25334
1619542500,259192.56455
1619542800,259195.41519
1619543100,249633.99881
1619543400,221534.36664
1619543700,191523.79324
1619544000,198395.43499
1619544300,238952.02138
1619544600,242438.42177
1619544900,220858.52995
1619545200,269362.10029
1619545500,234032.77563
1619545800,216693.58685
1619546100,244570.97901
1619546400,272952.62434
1619546700,128124.50957
1619547000,169801.59718
1619547300,176707.77355
1619547600,203924.23494
1619547900,284771.62873
1619548200,261744.84147
1619548500,214669.80925
1619548800,235527.46903
1619549100,266558.97754
1619549400,191980.49794
1619549700,321914.18976
1619550000,278154.31094
1619550300,128909.1808
1619550600,167678.61596
1619550900,175849.75482
1619551200,158502.16423
1619551500,234224.04196
1619551800,221402.07311
1619552100,225257.63925
1619552400,223343.56968
1619552700,216975.98505
1619553000,185259.83849
1619553300,256156.975
1619553600,301342.55005
1619553900,202098.71308
1619554200,179258.16275
1619554500,216224.02815
1619554800,203610.66527
1619555100,230103.26869
1619555400,229150.86311
1619555700,263510.70984
1619556000,222515.98519
1619556300,232201.17076
1619556600,169657.33069
1619556900,233060.58425
1619557200,240840.48154
1619557500,93484.238147
1619557800,134369.15199
1619558100,173380.53335
1619558400,170646.0532
1619558700,225169.08767
1619559000,247303.3972
1619559300,292203.30401
1619559600,160118.5416
1619559900,207762.46226
1619560200,173505.25325
1619560500,222920.58928
1619560800,232163.21486
1619561100,164752.35031
1619561400,137506.67928
1619561700,174951.21072
1619562000,139634.44549
1619562300,194666.69963
1619562600,198003.02716
1619562900,206502.80538
1619563200,178367.94893
1619563500,197913.37971
1619563800,152817.96472
1619564100,194070.86424
1619564400,214970.81058
1619564700,154092.35936
1619565000,129669.70951
1619565300,170447.20033
1619565600,152529.16377
1619565900,160433.84059
1619566200,243189.06443
1619566500,194846.11341
1619566800,218136.49912
1619567100,200885.45171
1619567400,151995.18072
1619567700,188826.10063
1619568000,197418.98738
1619568300,114965.50686
1619568600,115323.03399
1619568900,146605.86098
1619569200,154774.97985
1619569500,163472.03392
1619569800,225450.44564
1619570100,162246.91268
1619570400,184927.88171
1619570700,222550.20015
1619571000,159280.06433
1619571300,219348.47313
1619571600,192339.43004
1619571900,120591.63192
1619572200,155298.16926
1619572500,184349.65985
1619572800,162631.83349
1619573100,151245.89675
1619573400,191719.26544
1619573700,164898.23086
1619574000,178091.18204
1619574300,205399.19931
1619574600,165605.50586
1619574900,177301.36118
1619575200,137121.88666
1619575500,116889.02302
1619575800,115434.25643
1619576100,134945.84888
1619576400,129330.28238
1619576700,112081.72986
1619577000,118813.19683
1619577300,115537.95903
1619577600,111329.52357
1619577900,129435.91162
1619578200,107211.25549
1619578500,113205.15761
1619578800,129117.23908
1619579100,98186.596505
1619579400,122957.33922
1619579700,175564.42157
1619580000,154338.12865
1619580300,170776.58142
1619580600,173508.82578
1619580900,129256.52149
1619581200,167559.95877
1619581500,152669.52932
1619581800,124055.89902
1619582100,122764.18492
1619582400,107400.38725
1619582700,115162.9205
1619583000,89873.8073
1619583300,101180.6524
1619583600,115619.63656
1619583900,122019.20239
1619584200,130280.0113
1619584500,109553.28066
1619584800,103442.9044
1619585100,115387.3382
1619585400,100584.25277
1619585700,116967.72288
1619586000,100731.05572
1619586300,104478.70624
1619586600,114278.42423
1619586900,116330.77037
1619587200,126838.66082
1619587500,121390.92723
1619587800,114757.01972
1619588100,128723.08771
1619588400,114679.51271
1619588700,120248.37464
1619589000,133696.96997
1619589300,147177.84418
1619589600,138137.5331
1619589900,182579.02164
1619590200,222960.36754
1619590500,137709.44981
1619590800,133623.51712
1619591100,154635.49694
1619591400,153655.41949
1619591700,154087.14012
1619592000,135978.49336
1619592300,210327.96398
1619592600,167516.2327
1619592900,181736.16048
1619593200,158997.92013
1619593500,157734.72907
1619593800,161269.35926
1619594100,172056.42613
1619594400,177766.84753
1619594700,186959.33358
1619595000,182065.00269
1619595300,199119.60307
1619595600,197684.34128
1619595900,167753.60657
1619596200,168287.18593
1619596500,178051.48616
1619596800,190796.64203
1619597100,178190.13446
1619597400,144677.30085
1619597700,163504.85359
1619598000,172740.59374
1619598300,188688.39322
1619598600,190216.29205
1619598900,174768.16892
1619599200,180029.39161
1619599500,164711.17702
1619599800,148092.18235
1619600100,170676.12299
1619600400,162327.08105
1619600700,240169.62061
1619601000,233427.11304
1619601300,149742.99582
1619601600,156049.32428
1619601900,154995.79177
1619602200,176875.52278
1619602500,164652.93903
1619602800,141114.51584
1619603100,167800.54146
1619603400,178391.9692
1619603700,176652.28569
1619604000,168583.53119
1619604300,167138.32364
1619604600,152650.65611
1619604900,171349.91911
1619605200,168300.91974
1619605500,139892.0669
1619605800,152462.75704
1619606100,156363.82193
1619606400,169047.52496
1619606700,138167.31418
1619607000,139122.5733
1619607300,162196.40298
1619607600,163288.89542
1619607900,184767.39519
1619608200,131757.12153
1619608500,165655.34485
1619608800,178983.95473
1619609100,178175.93013
1619609400,169527.10066
1619609700,168124.77203
1619610000,152767.26897
1619610300,195481.79415
1619610600,160194.93773
1619610900,182922.4778
1619611200,177440.65925
1619611500,241628.01448
1619611800,227248.48688
1619612100,172834.11086
1619612400,187716.53334
1619612700,196245.85743
1619613000,190284.80014
1619613300,189430.42711
1619613600,192509.57557
1619613900,206585.24722
1619614200,192000.95544
1619614500,178145.81869
1619614800,207351.10926
1619615100,185457.25132
1619615400,150621.89494
1619615700,202248.02369
1619616000,215897.00248
1619616300,206954.31567
1619616600,177688.63708
1619616900,198583.93652
1619617200,224143.01115
1619617500,231782.98663
1619617800,228799.90745
1619618100,280898.72812
1619618400,260414.64119
1619618700,216128.8602
1619619000,200474.79074
1619619300,255694.85162
1619619600,253887.08648
1619619900,251384.0415
1619620200,267723.06373
1619620500,252801.46933
1619620800,267541.86504
1619621100,316618.91279
1619621400,262275.11437
1619621700,417801.22225
1619622000,299817.64747
1619622300,270448.49443
1619622600,189765.44921
1619622900,266086.50566
1619623200,320821.73779
1619623500,1239805.8394
1619623800,500994.92272
1619624100,250938.41263
1619624400,285700.25246
1619624700,277062.91161
1619625000,260322.03364
1619625300,335374.60675
1619625600,277381.44752
1619625900,218391.09687
1619626200,226954.65242
1619626500,284690.42063
1619626800,240514.82226
1619627100,245630.58975
1619627400,240220.4474
1619627700,221475.02076
1619628000,233046.2041
1619628300,226764.38152
1619628600,177350.60268
1619628900,246999.1263
1619629200,286199.62717
1619629500,192432.65601
1619629800,188322.06676
1619630100,254817.06334
1619630400,240470.72897
1619630700,255578.1717
1619631000,206010.17921
1619631300,208502.85173
1619631600,228611.44611
1619631900,213642.49062
1619632200,171035.09747
1619632500,269843.35027
1619632800,267719.92513
1619633100,132072.05274
1619633400,147895.83167
1619633700,233758.62898
1619634000,198270.62993
1619634300,227836.68351
1619634600,205614.54252
1619634900,216449.40073
1619635200,235071.18757
1619635500,235133.55559
1619635800,214826.18686
1619636100,263131.71845
1619636400,236326.47097
1619636700,138140.08327
1619637000,170238.36566
1619637300,218291.47392
1619637600,201462.48249
1619637900,255206.60384
1619638200,225005.02647
1619638500,168068.64959
1619638800,162040.25055
1619639100,237007.89097
1619639400,167819.00232
1619639700,211325.61948
1619640000,235939.54193
1619640300,166986.82383
1619640600,148308.30952
1619640900,185975.48315
1619641200,187676.43832
1619641500,222245.9825
1619641800,172282.40177
1619642100,268102.79204
1619642400,189300.48502
1619642700,196923.24584
1619643000,159938.82882
1619643300,210081.48996
1619643600,239348.00883
1619643900,107779.34102
1619644200,138710.38984
1619644500,196426.67332
1619644800,198588.38567
1619645100,214520.62358
1619645400,175129.74664
1619645700,265600.29203
1619646000,160548.24074
1619646300,204771.57125
1619646600,170461.12476
1619646900,184995.93221
1619647200,203318.41481
1619647500,195343.00698
1619647800,150514.46431
1619648100,183645.46258
1619648400,188583.2581
1619648700,237685.53471
1619649000,201756.10097
1619649300,163400.64587
1619649600,171836.8134
1619649900,201681.42674
1619650200,168590.78119
1619650500,207430.36485
1619650800,179940.68296
1619651100,148883.15573
1619651400,160146.32111
1619651700,150505.28119
1619652000,194624.67245
1619652300,168568.9477
1619652600,169668.66803
1619652900,113588.74209
1619653200,142390.27009
1619653500,170980.84301
1619653800,130581.89437
1619654100,171028.8199
1619654400,196470.33394
1619654700,97354.733262
1619655000,110796.36801
1619655300,164929.00337
1619655600,250014.53228
1619655900,186392.10443
1619656200,170935.24158
1619656500,139395.87462
1619656800,148207.79909
1619657100,216094.83555
1619657400,159571.73226
1619657700,207063.40283
1619658000,188758.83751
1619658300,102134.97334
1619658600,145902.18949
1619658900,176683.36191
1619659200,191638.26955
1619659500,182086.64561
1619659800,171938.80005
1619660100,134801.80222
1619660400,141687.24189
1619660700,192430.38847
1619661000,136602.65962
1619661300,150860.34193
1619661600,123478.39626
1619661900,97094.738552
1619662200,103305.1266
1619662500,113967.32593
1619662800,114185.93543
1619663100,126358.59161
1619663400,105008.43003
1619663700,97380.958199
1619664000,93064.005889
1619664300,114874.54348
1619664600,99709.70117
1619664900,123033.16923
1619665200,148772.67686
1619665500,122006.97542
1619665800,150361.44998
1619666100,173805.82552
1619666400,198397.18192
1619666700,191903.15821
1619667000,174973.04464
1619667300,152642.04272
1619667600,138602.5024
1619667900,172802.61662
1619668200,126969.7074
1619668500,119858.6095
1619668800,108662.43692
1619669100,100616.15815
1619669400,89399.842965
1619669700,97778.358961
1619670000,133953.18469
1619670300,120808.13543
1619670600,145090.99536
1619670900,115005.08107
1619671200,123964.32553
1619671500,130085.26473
1619671800,116349.05316
1619672100,138302.96296
1619672400,122287.96806
1619672700,128326.00161
1619673000,113073.7456
1619673300,139375.61691
1619673600,140333.20169
1619673900,131276.73534
1619674200,133806.57914
1619674500,119642.39572
1619674800,124546.18383
1619675100,134750.09378
1619675400,141422.5517
1619675700,152364.25177
1619676000,254127.54809
1619676300,489802.6614
1619676600,437904.70718
1619676900,494938.78628
1619677200,474589.91766
1619677500,256717.29516
1619677800,285760.90305
1619678100,167422.96641
1619678400,188683.48599
1619678700,160110.46924
1619679000,183657.58011
1619679300,174733.25898
1619679600,218455.98766
1619679900,234945.24063
1619680200,163954.75147
1619680500,173140.9587
1619680800,183836.74061
1619681100,195765.96941
1619681400,198339.14864
1619681700,195397.19901
1619682000,219502.18295
1619682300,235273.82867
1619682600,217137.90227
1619682900,228983.78502
1619683200,222445.28968
1619683500,197626.7435
1619683800,165284.11198
1619684100,197611.44894
1619684400,180034.21717
1619684700,204215.36566
1619685000,215127.75984
1619685300,197769.52652
1619685600,175919.29732
1619685900,192294.86335
1619686200,208573.38404
1619686500,200522.2405
1619686800,218649.4219
1619687100,200936.82936
1619687400,154844.56706
1619687700,181658.9377
1619688000,175930.55947
1619688300,179396.99316
1619688600,200315.99346
1619688900,189650.02081
1619689200,184067.56249
1619689500,172917.358
1619689800,183606.86863
1619690100,172985.18742
1619690400,186716.20892
1619690700,187260.59123
1619691000,153504.70145
1619691300,154147.44051
1619691600,175450.91507
1619691900,177836.08851
1619692200,194137.11967
1619692500,187703.74515
1619692800,170780.96289
1619693100,160057.49948
1619693400,231637.00176
1619693700,164185.61562
1619694000,179469.0112
1619694300,175220.7593
1619694600,159083.88262
1619694900,178358.85167
1619695200,179338.50332
1619695500,186933.72433
1619695800,203440.08737
1619696100,202794.08289
1619696400,187727.56141
1619696700,163019.4157
1619697000,265946.78262
1619697300,168569.94352
1619697600,194752.46737
1619697900,208460.21284
1619698200,164479.34037
1619698500,192899.93777
1619698800,219236.73527
1619699100,255700.22452
1619699400,233630.89756
1619699700,201370.50093
1619700000,188533.20047
1619700300,205828.02103
1619700600,187456.84239
1619700900,246722.48709
1619701200,299346.16213
1619701500,190753.05977
1619701800,207562.01357
1619702100,240075.90296
1619702400,282790.32633
1619702700,260932.77431
1619703000,316177.54816
1619703300,303589.05872
1619703600,339173.15966
1619703900,369638.57012
1619704200,295158.93501
1619704500,332068.55174
1619704800,287295.05956
1619705100,267802.40688
1619705400,258781.18038
1619705700,340256.51606
1619706000,306548.09082
1619706300,345671.48517
1619706600,308082.98876
1619706900,335718.63722
1619707200,296564.97475
1619707500,274095.2033
1619707800,284959.92155
1619708100,278936.14495
1619708400,315015.57034
1619708700,266251.95509
1619709000,229309.41376
1619709300,271507.63433
1619709600,319727.29609
1619709900,330397.67552
1619710200,285045.46985
1619710500,268562.34312
1619710800,242457.03833
1619711100,208950.00671
1619711400,177417.32282
1619711700,239016.48308
1619712000,294825.01217
1619712300,187673.99055
1619712600,188408.14961
1619712900,250325.26451
1619713200,257324.59354
1619713500,269774.63525
1619713800,275942.09239
1619714100,246009.9656
1619714400,251604.83132
1619714700,212295.55917
1619715000,178068.20138
1619715300,267624.28681
1619715600,255741.99538
1619715900,254255.59533
1619716200,216586.14062
1619716500,221936.227
1619716800,258375.38153
1619717100,282006.50485
1619717400,271817.88199
1619717700,236834.14155
1619718000,209888.11046
1619718300,224031.71267
1619718600,171839.71494
1619718900,236451.94164
1619719200,244480.90879
1619719500,123167.29787
1619719800,199310.29906
1619720100,215471.21691
1619720400,199445.6752
1619720700,261905.51263
1619721000,217568.101
1619721300,216581.55223
1619721600,153774.12519
1619721900,176868.43797
1619722200,191570.33422
1619722500,202720.98314
1619722800,258842.05186
1619723100,142937.80128
1619723400,232754.10018
1619723700,193548.4263
1619724000,212436.48404
1619724300,296392.487
1619724600,225851.81668
1619724900,259713.85871
1619725200,170285.2984
1619725500,187550.80342
1619725800,165790.17299
1619726100,196540.83312
1619726400,245272.75259
1619726700,227958.6707
1619727000,185764.05035
1619727300,241429.61845
1619727600,198454.20964
1619727900,265808.42606
1619728200,248088.90731
1619728500,235647.0372
1619728800,201520.05075
1619729100,202917.89111
1619729400,152528.62358
1619729700,249433.6293
1619730000,223202.67778
1619730300,103294.35034
1619730600,159979.2971
1619730900,218991.64074
1619731200,170809.54285
1619731500,214170.76779
1619731800,202578.29738
1619732100,383389.07765
1619732400,200232.21384
1619732700,166929.79428
1619733000,136794.67585
1619733300,232380.90538
1619733600,232956.48912
1619733900,204505.74785
1619734200,136467.24054
1619734500,189002.33731
1619734800,163068.31057
1619735100,189046.81742
1619735400,161272.67807
1619735700,145259.1001
1619736000,132392.8762
1619736300,191660.40286
1619736600,131611.69396
1619736900,193427.57329
1619737200,199979.67614
1619737500,128451.67386
1619737800,143919.77722
1619738100,172178.84779
1619738400,179674.4001
1619738700,232938.96423
1619739000,244956.21726
1619739300,237268.48495
1619739600,197333.2927
1619739900,188088.55629
1619740200,134008.85384
1619740500,164634.72299
1619740800,198051.28307
1619741100,92845.36497
1619741400,97928.107246
1619741700,180708.36347
1619742000,150881.79551
1619742300,222929.17832
1619742600,219966.02638
1619742900,196886.83699
1619743200,206461.5811
1619743500,193132.47309
1619743800,139601.4211
1619744100,168749.61376
1619744400,227962.39831
1619744700,105512.27296
1619745000,154992.91032
1619745300,191699.86504
1619745600,188087.71258
1619745900,207958.88312
1619746200,183936.60383
1619746500,203101.28055
1619746800,190430.13529
1619747100,205043.67728
1619747400,116094.27756
1619747700,113095.71389
1619748000,116179.12702
1619748300,98540.707401
1619748600,84166.724022
1619748900,97291.126116
1619749200,94915.766428
1619749500,98390.235768
1619749800,106612.13649
1619750100,108394.29963
1619750400,115200.06664
1619750700,107605.54738
1619751000,77323.655659
1619751300,93255.396907
1619751600,157550.18937
1619751900,107936.80807
1619752200,140266.11966
1619752500,164936.01027
1619752800,185728.14952
1619753100,243571.59882
1619753400,214425.04313
1619753700,182135.71865
1619754000,159980.20706
1619754300,169611.92804
1619754600,115798.12562
1619754900,144174.67264
1619755200,132828.99796
1619755500,129558.73222
1619755800,116274.82908
1619756100,135511.62382
1619756400,132557.41727
1619756700,126896.2096
1619757000,115164.40714
1619757300,121819.34862
1619757600,108436.86038
1619757900,120106.00271
1619758200,135239.0865
1619758500,120878.32075
1619758800,124480.87528
1619759100,115312.82136
1619759400,118448.7942
1619759700,108694.66946
1619760000,123025.52945
1619760300,112776.49613
1619760600,129748.94233
1619760900,126550.54574
1619761200,140277.36801
1619761500,131014.87899
1619761800,142692.29411
1619762100,121063.46506
1619762400,144411.93584
1619762700,210363.08329
1619763000,125498.76798
1619763300,135036.68268
1619763600,171579.80557
1619763900,149980.10145
1619764200,147143.15047
1619764500,170537.35008
1619764800,154882.9034
1619765100,185691.73788
1619765400,158338.5552
1619765700,172903.45559
1619766000,215525.0282
1619766300,183744.41722
1619766600,135128.56753
1619766900,162389.52031
1619767200,149566.06325
1619767500,155772.85149
1619767800,161398.7691
1619768100,174551.94756
1619768400,177940.81581
1619768700,178450.20638
1619769000,189092.95475
1619769300,144600.78818
1619769600,169256.22409
1619769900,150540.97385
1619770200,140259.16637
1619770500,170877.16179
1619770800,185295.82472
1619771100,165727.5194
1619771400,183631.88746
1619771700,188547.72317
1619772000,166757.62172
1619772300,180563.22509
1619772600,185943.55718
1619772900,142859.94008
1619773200,146090.0036
1619773500,168733.39023
1619773800,120478.42868
1619774100,143324.15872
1619774400,169016.95135
1619774700,175455.34666
1619775000,176978.54367
1619775300,162499.93013
1619775600,160792.91298
1619775900,175102.48324
1619776200,140082.87587
